NO;TANGGAL;KETERANGAN;NO_REFF;KODE_AKUN;DEBIT;KREDIT
325;08/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;1131;0;1158500
326;08/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;1121;1542800;0
327;08/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;4111;0;1542800
328;08/12/2025;Pembayaran pembuatan website SCS;;1151;2552100;0
329;08/12/2025;Pembayaran pembuatan website SCS;;5221;2500;0
330;08/12/2025;Pembayaran pembuatan website SCS;;1112;0;2554600
331;09/12/2025;Pelunasan utang pembelian persediaan dapur ke Bu Lis (pembelian 24/11 - 27/11);;2111;28819000;0
332;09/12/2025;Pelunasan utang pembelian persediaan dapur ke Bu Lis (pembelian 24/11 - 27/11);;1112;0;28819000
333;09/12/2025;Pelunasan utang pembelian 200 kg telur ke Tadus (pembelian 30/11);;2111;5140000;0
334;09/12/2025;Pelunasan utang pembelian 200 kg telur ke Tadus (pembelian 30/11);;5221;2500;0
335;09/12/2025;Pelunasan utang pembelian 200 kg telur ke Tadus (pembelian 30/11);;1112;0;5142500
336;09/12/2025;Pelunasan utang pembelian 1000 pcs tahu bakso ke Bu Fitri (pembelian 2/12);;2111;1750000;0
337;09/12/2025;Pelunasan utang pembelian 1000 pcs tahu bakso ke Bu Fitri (pembelian 2/12);;5221;2500;0
338;09/12/2025;Pelunasan utang pembelian 1000 pcs tahu bakso ke Bu Fitri (pembelian 2/12);;1112;0;1752500
339;09/12/2025;Pelunasan utang pembelian persediaan ke SBS (pembelian 30/11);;2111;15387632;0
340;09/12/2025;Pelunasan utang pembelian persediaan ke SBS (pembelian 30/11);;1112;0;15387632
341;09/12/2025;Pelunasan utang pembelian melon A ke Pak Pur (pembelian 2/12);;2111;2686500;0
342;09/12/2025;Pelunasan utang pembelian melon A ke Pak Pur (pembelian 2/12);;1112;0;2686500
343;09/12/2025;Pelunasan utang pembelian 500 kg beras SPPG Susukan (pembelian 27/11);;2111;6750000;0
344;09/12/2025;Pelunasan utang pembelian 500 kg beras SPPG Susukan (pembelian 27/11);;5221;2500;0
345;09/12/2025;Pelunasan utang pembelian 500 kg beras SPPG Susukan (pembelian 27/11);;1112;0;6752500
346;09/12/2025;Kas masuk ke kas harian dari kas di bank;;1111;2800000;0
347;09/12/2025;Kas masuk ke kas harian dari kas di bank;;1112;0;2800000
348;09/12/2025;Kas bon belanja persediaan;;1121;2800000;0
349;09/12/2025;Kas bon belanja persediaan;;1111;0;2800000
350;09/12/2025;Pelunasan kas bon belanja persediaan;;1111;2800000;0
351;09/12/2025;Pelunasan kas bon belanja persediaan;;1121;0;2800000
352;09/12/2025;Pembelian persediaan di Topaz;;1131;251800;0
353;09/12/2025;Pembelian persediaan di Topaz;;5211;500;0
354;09/12/2025;Pembelian persediaan di Topaz;;1111;0;252300
355;09/12/2025;Pembelian persedian di Gunung Mas;;1131;2324700;0
356;09/12/2025;Pembelian persedian di Gunung Mas;;1111;0;2324700
357;09/12/2025;Pembelian 1 kg bawang merah di Pasar Induk;;1131;50000;0
358;09/12/2025;Pembelian 1 kg bawang merah di Pasar Induk;;1111;0;50000
359;09/12/2025;Pembelian 320 pcs tempe;;1131;768000;0
360;09/12/2025;Pembelian 320 pcs tempe;;1111;0;768000
361;09/12/2025;Reimburse pembelian akomodasi makan ke Pak Sodik;;5171;60000;0
362;09/12/2025;Reimburse pembelian akomodasi makan ke Pak Sodik;;1111;0;60000
363;09/12/2025;Pembelian 172 kg ayam potong ke Restu Jaya;;1131;5934000;0
364;09/12/2025;Pembelian 172 kg ayam potong ke Restu Jaya;;2111;0;5934000
365;09/12/2025;Pembelian 44 kg wortel dan 57 kg labu siam ke SBS (invoice 9/12);;1131;1046000;0
366;09/12/2025;Pembelian 44 kg wortel dan 57 kg labu siam ke SBS (invoice 9/12);;2111;0;1046000
367;09/12/2025;Pembelian 15 kg cabai merah keriting ke Pak Safrudin;;1131;1035000;0
368;09/12/2025;Pembelian 15 kg cabai merah keriting ke Pak Safrudin;;2111;0;1035000
369;09/12/2025;Pembelian 170 kg buah naga SPPG Kutabanjarnegara ke Bu Lis;;1131;2890000;0
370;09/12/2025;Pembelian 170 kg buah naga SPPG Kutabanjarnegara ke Bu Lis;;2111;0;2890000
371;09/12/2025;Pembelian 200 kg jeruk medan SPPG MBS Wanayasa ke Bu Lis;;1131;4600000;0
372;09/12/2025;Pembelian 200 kg jeruk medan SPPG MBS Wanayasa ke Bu Lis;;2111;0;4600000
373;09/12/2025;Pembelian 700 kg beras SPPG Merden;;1131;9450000;0
374;09/12/2025;Pembelian 700 kg beras SPPG Merden;;2111;0;9450000
375;09/12/2025;Pembelian 150 kg beras SPPG Susukan;;1131;2025000;0
376;09/12/2025;Pembelian 150 kg beras SPPG Susukan;;2111;0;2025000
377;09/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;5111;5176400;0
378;09/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;1131;0;5176400
379;09/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;1121;6044000;0
380;09/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;4111;0;6044000
381;09/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;5111;14286400;0
382;09/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;1131;0;14286400
383;09/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;1121;16182500;0
384;09/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;4111;0;16182500
385;09/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;5111;3924000;0
386;09/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;1131;0;3924000
387;09/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;1121;5112000;0
388;09/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;4111;0;5112000
389;09/12/2025;Pengiriman SPPG Susukan (pemesanan 6/12);;5111;8130700;0
390;09/12/2025;Pengiriman SPPG Susukan (pemesanan 6/12);;1131;0;8130700
391;09/12/2025;Pengiriman SPPG Susukan (pemesanan 6/12);;1121;8847700;0
392;09/12/2025;Pengiriman SPPG Susukan (pemesanan 6/12);;4111;0;8847700
393;09/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 30/11, 1/12, 2/12, 3/12, dan 4/12);;1112;82101500;0
394;09/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 30/11, 1/12, 2/12, 3/12, dan 4/12);;1121;0;82101500
395;09/12/2025;Pembelian 300 kg mix vegetable ke Sarah Matari;;1131;8400000;0
396;09/12/2025;Pembelian 300 kg mix vegetable ke Sarah Matari;;2111;0;8400000
397;09/12/2025;Kas bon akomodasi makan;;1123;50000;0
398;09/12/2025;Kas bon akomodasi makan;;1111;0;50000
399;10/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 30/11 dan 2/12);;1112;406000;0
400;10/12/2025;Pelunasan piutang SPPG Kutabanjarnegara (pengiriman 30/11 dan 2/12);;1121;0;406000
401;10/12/2025;Kas bon pembelian BBM;;1122;200000;0
402;10/12/2025;Kas bon pembelian BBM;;1111;0;200000
403;10/12/2025;Pembelian 1600 pcs (40 karton) susu ultramilk full cream 125 ml ke Bu Lis;;1131;4800000;0
404;10/12/2025;Pembelian 1600 pcs (40 karton) susu ultramilk full cream 125 ml ke Bu Lis;;2111;0;4800000
405;10/12/2025;Pembelian 2100 pcs tahu putih, 3 kg daun bawang, dan 7 kg bawang bombay ke Pak Safrudin;;1131;1433000;0
406;10/12/2025;Pembelian 2100 pcs tahu putih, 3 kg daun bawang, dan 7 kg bawang bombay ke Pak Safrudin;;2111;0;1433000
407;10/12/2025;Pembelian 40 kg buah naga, 37 kg melon, dan 47 kg pear SPPG Kutabanjarnegara ke Bu Lis;;1131;2168000;0
408;10/12/2025;Pembelian 40 kg buah naga, 37 kg melon, dan 47 kg pear SPPG Kutabanjarnegara ke Bu Lis;;2111;0;2168000
409;10/12/2025;Pembelian 75 kg galantin ke Sarah Matari;;1131;5137500;0
410;10/12/2025;Pembelian 75 kg galantin ke Sarah Matari;;2111;0;5137500
411;10/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;5111;2618600;0
412;10/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;1131;0;2618600
413;10/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;1121;2890000;0
414;10/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;4111;0;2890000
415;10/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;5111;15361000;0
416;10/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;1131;0;15361000
417;10/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;1121;17136000;0
418;10/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;4111;0;17136000
419;10/12/2025;Pembayaran gaji bulan November ke Pak Anwar;;2121;2000000;0
420;10/12/2025;Pembayaran gaji bulan November ke Pak Anwar;;5221;2500;0
421;10/12/2025;Pembayaran gaji bulan November ke Pak Anwar;;1112;0;2002500
422;10/12/2025;Pembayaran gaji bulan November ke Mas Denny;;2121;2000000;0
423;10/12/2025;Pembayaran gaji bulan November ke Mas Denny;;1112;0;2000000
424;10/12/2025;Pembayaran gaji bulan November ke Pak Galih;;2121;2000000;0
425;10/12/2025;Pembayaran gaji bulan November ke Pak Galih;;5221;2500;0
426;10/12/2025;Pembayaran gaji bulan November ke Pak Galih;;1112;0;2002500
427;11/12/2025;Pembelian 195 kg semangka SPPG MBS Wanayasa ke Bu Lis;;1131;1813500;0
428;11/12/2025;Pembelian 195 kg semangka SPPG MBS Wanayasa ke Bu Lis;;2111;0;1813500
429;11/12/2025;Pembelian pisang, jeruk santang, pear, buah naga, dan melon SPPG Kutabanjarnegara ke Bu Lis;;1131;6734000;0
430;11/12/2025;Pembelian pisang, jeruk santang, pear, buah naga, dan melon SPPG Kutabanjarnegara ke Bu Lis;;2111;0;6734000
431;11/12/2025;Pembelian 2080 pcs patty ke Sarah Matari;;1131;5616000;0
432;11/12/2025;Pembelian 2080 pcs patty ke Sarah Matari;;2111;0;5616000
433;11/12/2025;Pembelian 62 kg edamame, 190 kg pakcoy, dan 20 kg selada ke Pak Safrudin;;1131;4073000;0
434;11/12/2025;Pembelian 62 kg edamame, 190 kg pakcoy, dan 20 kg selada ke Pak Safrudin;;2111;0;4073000
435;11/12/2025;Pembelian 2070 roti pizza dan 2070 kacang madu ke Fancy;;1131;10143000;0
436;11/12/2025;Pembelian 2070 roti pizza dan 2070 kacang madu ke Fancy;;2111;0;10143000
437;11/12/2025;Pelunasan kas bon akomodasi makan (transaksi 9/12);;1111;50000;0
438;11/12/2025;Pelunasan kas bon akomodasi makan (transaksi 9/12);;1123;0;50000
439;11/12/2025;Pembelian akomodasi makan (transaksi 9/12);;5171;25000;0
440;11/12/2025;Pembelian akomodasi makan (transaksi 9/12);;1111;0;25000
441;11/12/2025;Pelunasan kas bon pembelian BBM (transaksi 10/12);;1111;200000;0
442;11/12/2025;Pelunasan kas bon pembelian BBM (transaksi 10/12);;1122;0;200000
443;11/12/2025;Pembelian BBM (transaksi 10/12);;5172;200000;0
444;11/12/2025;Pembelian BBM (transaksi 10/12);;1111;0;200000
445;11/12/2025;Kas masuk ke kas harian dari kas di bank;;1111;1450000;0
446;11/12/2025;Kas masuk ke kas harian dari kas di bank;;1112;0;1450000
447;11/12/2025;Kas bon belanja persediaan;;1121;1450000;0
448;11/12/2025;Kas bon belanja persediaan;;1111;0;1450000
449;11/12/2025;Pelunasan kas bon belanja persediaan;;1111;1450000;0
450;11/12/2025;Pelunasan kas bon belanja persediaan;;1121;0;1450000
451;11/12/2025;Pembelian tepung panir di Topaz;;1131;135500;0
452;11/12/2025;Pembelian tepung panir di Topaz;;1111;0;135500
453;11/12/2025;Pembelian 60 pack del monte saus pedas sachet dan 45 pack del monte saus tomat sachet di Topaz;;1131;622500;0
454;11/12/2025;Pembelian 60 pack del monte saus pedas sachet dan 45 pack del monte saus tomat sachet di Topaz;;5211;500;0
455;11/12/2025;Pembelian 60 pack del monte saus pedas sachet dan 45 pack del monte saus tomat sachet di Topaz;;1111;0;623000
456;11/12/2025;Parkir di Topaz;;5191;3000;0
457;11/12/2025;Parkir di Topaz;;1111;0;3000
458;11/12/2025;Pembelian 4 kg bawang merah dan 10 kg bawang putih di Pasar Induk;;1131;490000;0
459;11/12/2025;Pembelian 4 kg bawang merah dan 10 kg bawang putih di Pasar Induk;;1111;0;490000
460;11/12/2025;Parkir di Pasar Induk;;5191;3000;0
461;11/12/2025;Parkir di Pasar Induk;;1111;0;3000
462;11/12/2025;Pembelian 130 pack kulit kebab ke Bu Dewi;;1131;4290000;0
463;11/12/2025;Pembelian 130 pack kulit kebab ke Bu Dewi;;2111;0;4290000
464;11/12/2025;Pelunasan utang pembelian 400 pcs susu frisian flag dan 2054 pcs susu ultramimi cokelat ke Pak Tatas (pembelian 5/11 dan 21/10);;2111;7132000;0
465;11/12/2025;Pelunasan utang pembelian 400 pcs susu frisian flag dan 2054 pcs susu ultramimi cokelat ke Pak Tatas (pembelian 5/11 dan 21/10);;5221;2500;0
466;11/12/2025;Pelunasan utang pembelian 400 pcs susu frisian flag dan 2054 pcs susu ultramimi cokelat ke Pak Tatas (pembelian 5/11 dan 21/10);;1112;0;7134500
467;11/12/2025;Pelunasan utang pembelian 2377 pcs susu UHT 125 ml ke Pak Tatas (pembelian 21/10);;2111;7132000;0
468;11/12/2025;Pelunasan utang pembelian 2377 pcs susu UHT 125 ml ke Pak Tatas (pembelian 21/10);;5221;6500;0
469;11/12/2025;Pelunasan utang pembelian 2377 pcs susu UHT 125 ml ke Pak Tatas (pembelian 21/10);;1112;0;7138500
470;11/12/2025;Pelunasan utang pembelian sayur ke Berkah Saputra (pembelian 30/11 - 4/12);;2111;5010500;0
471;11/12/2025;Pelunasan utang pembelian sayur ke Berkah Saputra (pembelian 30/11 - 4/12);;6111;0;500
472;11/12/2025;Pelunasan utang pembelian sayur ke Berkah Saputra (pembelian 30/11 - 4/12);;1112;0;5010000
473;11/12/2025;Pelunasan utang pembelian persediaan ke Bu Lis (pembelian 24/11 - 30/11);;2111;26835500;0
474;11/12/2025;Pelunasan utang pembelian persediaan ke Bu Lis (pembelian 24/11 - 30/11);;1112;0;26835500
475;11/12/2025;Reimburse pembayaran kulit kebab ke Mas Denny (pembelian 11/12);;2111;4290000;0
476;11/12/2025;Reimburse pembayaran kulit kebab ke Mas Denny (pembelian 11/12);;1112;0;4290000
477;11/12/2025;Kas bon akomodasi ke Jogja;;1123;150000;0
478;11/12/2025;Kas bon akomodasi ke Jogja;;1122;150000;0
479;11/12/2025;Kas bon akomodasi ke Jogja;;1111;0;300000
480;11/12/2025;Pengiriman SPPG Susukan (pemesanan 6/12);;5111;4912500;0
481;11/12/2025;Pengiriman SPPG Susukan (pemesanan 6/12);;1131;0;4912500
482;11/12/2025;Pengiriman SPPG Susukan (pemesanan 6/12);;1121;5843000;0
483;11/12/2025;Pengiriman SPPG Susukan (pemesanan 6/12);;4111;0;5843000
484;11/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;5111;1736692;0
485;11/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;1131;0;1736692
486;11/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;1121;2327800;0
487;11/12/2025;Pengiriman SPPG Merden (pemesanan 6/12);;4111;0;2327800
488;11/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;5111;10421600;0
489;11/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;1131;0;10421600
490;11/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;1121;11829500;0
491;11/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 6/12);;4111;0;11829500
492;11/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;5111;34142800;0
493;11/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;1131;0;34142800
494;11/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;1121;38360500;0
495;11/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 6/12);;4111;0;38360500
496;11/12/2025;Penjualan 1 pcs minyak goreng ke Pak Galih;;5111;38900;0
497;11/12/2025;Penjualan 1 pcs minyak goreng ke Pak Galih;;1131;0;38900
498;11/12/2025;Penjualan 1 pcs minyak goreng ke Pak Galih;;1111;40000;0
499;11/12/2025;Penjualan 1 pcs minyak goreng ke Pak Galih;;4111;0;40000
500;11/12/2025;Kas masuk ke kas harian dari kas di bank;;1111;1200000;0
501;11/12/2025;Kas masuk ke kas harian dari kas di bank;;1112;0;1200000
502;11/12/2025;Pembelian 24 pcs minyak sania 2 L dan 5 pcs del monte saus tomat 1 kg di Topaz;;1131;1035200;0
503;11/12/2025;Pembelian 24 pcs minyak sania 2 L dan 5 pcs del monte saus tomat 1 kg di Topaz;;5211;500;0
504;11/12/2025;Pembelian 24 pcs minyak sania 2 L dan 5 pcs del monte saus tomat 1 kg di Topaz;;1111;0;1035700
505;11/12/2025;Pembelian kentang frozen di Topaz;;1131;107500;0
506;11/12/2025;Pembelian kentang frozen di Topaz;;5211;500;0
507;11/12/2025;Pembelian kentang frozen di Topaz;;1111;0;108000
508;11/12/2025;Pembelian laptop lenovo thinkpad;;1211;2785000;0
509;11/12/2025;Pembelian laptop lenovo thinkpad;;1112;0;2785000
510;12/12/2025;Pembelian 100 karton minyak goreng 2 L ke Bu Lis;;1131;23460000;0
511;12/12/2025;Pembelian 100 karton minyak goreng 2 L ke Bu Lis;;2111;0;23460000
512;12/12/2025;Pembelian akomodasi makan;;5171;30000;0
513;12/12/2025;Pembelian akomodasi makan;;2141;0;30000
514;13/12/2025;Pembelian 200 kg telur ke Tadus;;1131;5560000;0
515;13/12/2025;Pembelian 200 kg telur ke Tadus;;2111;0;5560000
516;13/12/2025;Pembelian persediaan ke SBS (invoice 15/12);;1131;2456800;0
517;13/12/2025;Pembelian persediaan ke SBS (invoice 15/12);;2111;0;2456800
518;13/12/2025;Pengiriman SPPG Kutabanjarnegara (transaksi 40 pcs susu ultramimi cokelat 25/11);;5111;120000;0
519;13/12/2025;Pengiriman SPPG Kutabanjarnegara (transaksi 40 pcs susu ultramimi cokelat 25/11);;1131;0;120000
520;13/12/2025;Pengiriman SPPG Kutabanjarnegara (transaksi 40 pcs susu ultramimi cokelat 25/11);;1121;124000;0
521;13/12/2025;Pengiriman SPPG Kutabanjarnegara (transaksi 40 pcs susu ultramimi cokelat 25/11);;4111;0;124000
522;13/12/2025;Penetapan profit sharing SPPG MBS Wanayasa;;3111;7251990;0
523;13/12/2025;Penetapan profit sharing SPPG MBS Wanayasa;;2171;0;7251990
524;13/12/2025;Penetapan profit sharing SPPG Kutabanjarnegara;;3111;3294000;0
525;13/12/2025;Penetapan profit sharing SPPG Kutabanjarnegara;;2171;0;3294000
526;13/12/2025;Penetapan profit sharing SPPG Merden;;3111;4393032;0
527;13/12/2025;Penetapan profit sharing SPPG Merden;;2171;0;4393032
528;13/12/2025;Penetapan profit sharing SPPG Susukan;;3111;2440573;0
529;13/12/2025;Penetapan profit sharing SPPG Susukan;;2171;0;2440573
530;13/12/2025;Penetapan profit sharing Korda;;3111;2179083;0
531;13/12/2025;Penetapan profit sharing Korda;;2171;0;2179083
532;13/12/2025;Penetapan profit sharing PDM;;3111;2179000;0
533;13/12/2025;Penetapan profit sharing PDM;;2171;0;2179000
534;14/12/2025;Pembelian cermin, lampu led, dan kantong plastik di Topaz;;1141;46000;0
535;14/12/2025;Pembelian cermin, lampu led, dan kantong plastik di Topaz;;1111;0;46000
536;14/12/2025;Kas masuk ke kas harian dari kas di bank;;1111;16500000;0
537;14/12/2025;Kas masuk ke kas harian dari kas di bank;;1112;0;16500000
538;14/12/2025;Pembelian 1 pack kantong plastik hitam di Gunung Mas;;1141;10500;0
539;14/12/2025;Pembelian 1 pack kantong plastik hitam di Gunung Mas;;1111;0;10500
540;14/12/2025;Pembelian persediaan di Gunung Mas;;1131;2581450;0
541;14/12/2025;Pembelian persediaan di Gunung Mas;;1111;0;2581450
542;14/12/2025;Parkir di Gunung Mas;;5191;3000;0
543;14/12/2025;Parkir di Gunung Mas;;1111;0;3000
544;14/12/2025;Pembelian persediaan di Topaz;;1131;3621600;0
545;14/12/2025;Pembelian persediaan di Topaz;;1111;0;3621600
546;14/12/2025;Parkir di Topaz;;5191;3000;0
547;14/12/2025;Parkir di Topaz;;1111;0;3000
548;14/12/2025;Pembelian gula merah di Pasar Induk;;1131;80000;0
549;14/12/2025;Pembelian gula merah di Pasar Induk;;1111;0;80000
550;14/12/2025;Pembelian 1 zak tepung terigu segitiga biru 25 kg di Pasar Induk;;1131;212000;0
551;14/12/2025;Pembelian 1 zak tepung terigu segitiga biru 25 kg di Pasar Induk;;1111;0;212000
552;14/12/2025;Parkir di Pasar Induk;;5191;3000;0
553;14/12/2025;Parkir di Pasar Induk;;1111;0;3000
554;14/12/2025;Pembelian persediaan di Depo Pelita;;1131;1812500;0
555;14/12/2025;Pembelian persediaan di Depo Pelita;;1111;0;1812500
556;14/12/2025;Pembelian akomodasi minum di Depo Pelita;;5171;10500;0
557;14/12/2025;Pembelian akomodasi minum di Depo Pelita;;1111;0;10500
558;14/12/2025;Parkir di Depo Pelita;;5191;4000;0
559;14/12/2025;Parkir di Depo Pelita;;1111;0;4000
560;14/12/2025;Pembelian 40 kg timun ke Pak Pur;;1131;240000;0
561;14/12/2025;Pembelian 40 kg timun ke Pak Pur;;2111;0;240000
562;14/12/2025;Pembelian 2022 pcs bandeng ke Bu Dewi;;1131;8088000;0
563;14/12/2025;Pembelian 2022 pcs bandeng ke Bu Dewi;;2111;0;8088000
564;14/12/2025;Pembelian sayuran ke Pak Safrudin;;1131;3761000;0
565;14/12/2025;Pembelian sayuran ke Pak Safrudin;;2111;0;3761000
566;14/12/2025;Pembelian persediaan ke SBS (invoice 15/12);;1131;6715000;0
567;14/12/2025;Pembelian persediaan ke SBS (invoice 15/12);;2111;0;6715000
568;14/12/2025;Pembelian 235 kg beras SPPG Susukan;;1131;3172500;0
569;14/12/2025;Pembelian 235 kg beras SPPG Susukan;;2111;0;3172500
570;14/12/2025;Pembelian 1000 kg beras ke Bu Lis;;1131;13900000;0
571;14/12/2025;Pembelian 1000 kg beras ke Bu Lis;;2111;0;13900000
572;14/12/2025;Pembelian 70 kg jeruk santang SPPG Kutabanjarnegara ke Bu Lis;;1131;2240000;0
573;14/12/2025;Pembelian 70 kg jeruk santang SPPG Kutabanjarnegara ke Bu Lis;;2111;0;2240000
574;14/12/2025;Pembelian 60 kg anggur merah SPPG MBS Wanayasa ke Bu Lis;;1131;2790000;0
575;14/12/2025;Pembelian 60 kg anggur merah SPPG MBS Wanayasa ke Bu Lis;;2111;0;2790000
576;14/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;5111;8384200;0
577;14/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;1131;0;8384200
578;14/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;1121;9795000;0
579;14/12/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 13/12);;4111;0;9795000
580;14/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;5111;15598300;0
581;14/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;1131;0;15598300
582;14/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;1121;17703500;0
583;14/12/2025;Pengiriman SPPG Kutabanjarnegara (pemesanan 13/12);;4111;0;17703500
584;14/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;5111;7046250;0
585;14/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;1131;0;7046250
586;14/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;1121;7937000;0
587;14/12/2025;Pengiriman SPPG Merden (pemesanan 13/12);;4111;0;7937000
588;14/12/2025;Pengiriman SPPG Susukan (pemesanan 13/12);;5111;3795914;0
589;14/12/2025;Pengiriman SPPG Susukan (pemesanan 13/12);;1131;0;3795914
590;14/12/2025;Pengiriman SPPG Susukan (pemesanan 13/12);;1121;4553700;0
591;14/12/2025;Pengiriman SPPG Susukan (pemesanan 13/12);;4111;0;4553700
592;14/12/2025;Pelunasan kas bon akomodais ke Jogja (transaksi 11/12);;1111;300000;0
593;14/12/2025;Pelunasan kas bon akomodais ke Jogja (transaksi 11/12);;1122;0;150000
594;14/12/2025;Pelunasan kas bon akomodais ke Jogja (transaksi 11/12);;1123;0;150000
595;14/12/2025;Pembelian BBM ke Jogja (transaksi 11/12);;5172;150000;0
596;14/12/2025;Pembelian BBM ke Jogja (transaksi 11/12);;1111;0;150000
597;14/12/2025;Pembelian akomodasi makan ke Jogja (transaksi 11/12);;5171;68000;0
598;14/12/2025;Pembelian akomodasi makan ke Jogja (transaksi 11/12);;1111;0;68000
599;14/12/2025;Pembelian akomodasi makan ke Jogja (transaksi 11/12);;5171;55000;0
600;14/12/2025;Pembelian akomodasi makan ke Jogja (transaksi 11/12);;1111;0;55000
601;14/12/2025;Pembelian akomodasi makan ke Jogja (transaksi 11/12);;5171;47000;0
602;14/12/2025;Pembelian akomodasi makan ke Jogja (transaksi 11/12);;1111;0;27000
603;14/12/2025;Pembelian akomodasi makan ke Jogja (transaksi 11/12);;2141;0;20000
604;14/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 7/12);;1112;6821000;0
605;14/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 7/12);;1121;0;6821000
606;14/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 8/12);;1112;12237000;0
607;14/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 8/12);;1121;0;12237000
608;14/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 9/12);;1112;6044000;0
609;14/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 9/12);;1121;0;6044000
610;14/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 10/12);;1112;2890000;0
611;14/12/2025;Pelunasan piutang SPPG MBS Wanayasa (pengiriman 10/12);;1121;0;2890000
612;14/12/2025;Pelunasan utang pembelian ayam ke CV Restu Jaya (pembelian 7/12 dan 9/12);;2111;11868000;0
613;14/12/2025;Pelunasan utang pembelian ayam ke CV Restu Jaya (pembelian 7/12 dan 9/12);;5221;2500;0
614;14/12/2025;Pelunasan utang pembelian ayam ke CV Restu Jaya (pembelian 7/12 dan 9/12);;1112;0;11870500
615;14/12/2025;Pembelian 22 kg keripik tempe ke Pak Wisnu;;1131;1320000;0
616;14/12/2025;Pembelian 22 kg keripik tempe ke Pak Wisnu;;2111;0;1320000
617;14/12/2025;Pembelian 0,5 kg keripik tempe ke Pak Wisnu;;1131;30000;0
618;14/12/2025;Pembelian 0,5 kg keripik tempe ke Pak Wisnu;;2111;0;30000
619;14/12/2025;3,8 kg semangka dibagikan;;5171;30400;0
620;14/12/2025;3,8 kg semangka dibagikan;;1131;0;30400
621;14/12/2025;Pembelian akomodasi makan;;5171;45000;0
622;14/12/2025;Pembelian akomodasi makan;;2141;0;45000
623;14/12/2025;Pelunasan utang pembelian 2070 pcs roti pizza dan 2070 pcs kacang madu ke Fancy (pembelian 11/12);;2111;10143000;0
624;14/12/2025;Pelunasan utang pembelian 2070 pcs roti pizza dan 2070 pcs kacang madu ke Fancy (pembelian 11/12);;5221;2500;0
