05/11/2025;Pembelian susu frisian flag UHT 110 ml 2880 pcs;-;1131;6984000;0;;; 6.984.000 ;
05/11/2025;Pembelian susu frisian flag UHT 110 ml 2880 pcs;-;2111;0;6984000;;;; 6.984.000 
06/11/2025;Pembelian peralatan 2 pcs mouse;-;1211;100000;0;;;;
06/11/2025;Pembelian peralatan 2 pcs mouse;-;2111;0;100000;;; 2.985.000 ;
06/11/2025;Pembelian peralatan laptop kantor;-;1211;2985000;0;;;; 2.985.000 
06/11/2025;Pembelian peralatan laptop kantor;-;2111;0;2985000;;;;
06/11/2025;Pembelian peralatan printer kantor;-;1211;1550000;0;;; 1.550.000 ;
06/11/2025;Pembelian peralatan printer kantor;-;2111;0;1550000;;;; 1.550.000 
07/11/2025;Pembelian akomodasi makan dan minum rapat;-;5171;135000;0;;;;
07/11/2025;Pembelian akomodasi makan dan minum rapat;-;2141;0;135000;;; 100.000 ;
08/11/2025;Extra 1 karton (6 pcs) pembelian minyak sania 2 L;-;1131;232800;0;;;; 100.000 
08/11/2025;Extra 1 karton (6 pcs) pembelian minyak sania 2 L;-;6111;0;232800;;;;
08/11/2025;Pembelian 100 karton minyak sania 2 L (600 pcs);-;1131;23280000;0;;; 135.000 ;
08/11/2025;Pembelian 100 karton minyak sania 2 L (600 pcs);-;2111;0;23280000;;;; 135.000 
08/11/2025;Pembelian 20 kg bawang merah dan 20 kg bawang putih;-;1131;1380000;0;;;;
08/11/2025;Pembelian 20 kg bawang merah dan 20 kg bawang putih;-;2111;0;1380000;;; 1.380.000 ;
08/11/2025;Pembelian 2500 kg beras;-;1131;35000000;0;;;; 1.380.000 
08/11/2025;Pembelian 2500 kg beras;-;2111;0;35000000;;;;
08/11/2025;Pembelian akomodasi makan;-;5171;40000;0;;; 23.280.000 ;
08/11/2025;Pembelian akomodasi makan;-;2141;0;40000;;;; 23.280.000 
09/11/2025;Kas masuk dari Pak Anwar untuk belanja persediaan;-;1111;500000;0;;;;
09/11/2025;Kas masuk dari Pak Anwar untuk belanja persediaan;-;2111;0;500000;;; 232.800 ;
09/11/2025;Parkir di Gunung Mas;-;5191;2000;0;;;; 232.800 
09/11/2025;Parkir di Gunung Mas;-;1111;0;2000;;;;
09/11/2025;Pembelian  55 kg timun ke Pak Pur;-;1131;275000;0;;; 35.000.000 ;
09/11/2025;Pembelian  55 kg timun ke Pak Pur;-;2111;0;275000;;;; 35.000.000 
09/11/2025;Pembelian 180 kg melon ke Pak Pur;-;1131;1980000;0;;;;
09/11/2025;Pembelian 180 kg melon ke Pak Pur;-;2111;0;1980000;;; 40.000 ;
09/11/2025;Pembelian 25 kg timun;-;1131;200000;0;;;; 40.000 
09/11/2025;Pembelian 25 kg timun;-;2111;0;200000;;;;
09/11/2025;Pembelian 3 pcs tepung di Topaz;-;1131;30600;0;;; 500.000 ;
09/11/2025;Pembelian 3 pcs tepung di Topaz;-;5211;500;0;;;; 500.000 
09/11/2025;Pembelian 3 pcs tepung di Topaz;-;1111;0;31100;;;;
09/11/2025;Pembelian ATK nota dan kwitansi;-;1141;13000;0;;; 1.980.000 ;
09/11/2025;Pembelian ATK nota dan kwitansi;-;2111;0;13000;;;; 1.980.000 
09/11/2025;Pembelian BBM pengiriman SPPG MBS Wanayasa;-;5171;248608;0;;;;
09/11/2025;Pembelian BBM pengiriman SPPG MBS Wanayasa;-;2141;0;248608;;; 275.000 ;
09/11/2025;Pembelian akomodasi makan pengiriman SPPG MBS Wanayasa;-;5171;83000;0;;;; 275.000 
09/11/2025;Pembelian akomodasi makan pengiriman SPPG MBS Wanayasa;-;2141;0;83000;;;;
09/11/2025;Pembelian persediaan dan perlengkapan di Gunung Mas;-;1131;459600;0;;; 168.200 ;
09/11/2025;Pembelian persediaan dan perlengkapan di Gunung Mas;-;1141;4260;0;;;; 168.200 
09/11/2025;Pembelian persediaan dan perlengkapan di Gunung Mas;-;1111;0;463860;;;;
09/11/2025;Pembelian susu clevo 115 ml 58 pcs;-;1131;168200;0;;; 200.000 ;
09/11/2025;Pembelian susu clevo 115 ml 58 pcs;-;2111;0;168200;;;; 200.000 
09/11/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 7/11);-;5111;18313600;0;;;;
09/11/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 7/11);-;1131;0;18313600;;; 18.313.600 ;
09/11/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 7/11);-;1121;20330400;0;;;; 18.313.600 
09/11/2025;Pengiriman SPPG MBS Wanayasa (pemesanan 7/11);-;4111;0;20330400;;;;
10/11/2025;Kas masuk untuk belanja persediaan;-;1111;1000000;0;;; 20.330.400 ;
10/11/2025;Kas masuk untuk belanja persediaan;-;2111;0;1000000;;;; 20.330.400 
10/11/2025;Kas masuk untuk belanja persediaan;-;1111;1500000;0;;;;
10/11/2025;Kas masuk untuk belanja persediaan;-;2111;0;1500000;;; 83.000 ;
10/11/2025;Parkir di Topaz;-;5191;3000;0;;;; 83.000 
10/11/2025;Parkir di Topaz;-;1111;0;3000;;;;
10/11/2025;Pembelian 1050 kg beras SPPG Merden;-;1131;14175000;0;;; 248.608 ;
10/11/2025;Pembelian 1050 kg beras SPPG Merden;-;2111;0;14175000;;;; 248.608 
10/11/2025;Pembelian 15 kg gula pasir;-;1131;262500;0;;;;
10/11/2025;Pembelian 15 kg gula pasir;-;1111;0;262500;;; 459.600 ;
10/11/2025;Pembelian 210 kg anggur SPPG MBS Wanayasa;-;1131;6877500;0;;; 4.260 ;
10/11/2025;Pembelian 210 kg anggur SPPG MBS Wanayasa;-;2111;0;6877500;;;; 463.860 
10/11/2025;Pembelian 30 kg tepung panir di Topaz;-;1131;375000;0;;;;
10/11/2025;Pembelian 30 kg tepung panir di Topaz;-;1111;0;375000;;; 2.000 ;
10/11/2025;Pembelian 5 kg bawang merah dan 15 kg bawang putih;-;1131;635000;0;;;; 2.000 
10/11/2025;Pembelian 5 kg bawang merah dan 15 kg bawang putih;-;1111;0;635000;;;;
10/11/2025;Pembelian 5 pcs tepung terigu di Topaz;-;1131;51000;0;;; 30.600 ;
10/11/2025;Pembelian 5 pcs tepung terigu di Topaz;-;5211;500;0;;; 500 ;
10/11/2025;Pembelian 5 pcs tepung terigu di Topaz;-;1111;0;51500;;;; 31.100 
10/11/2025;Pembelian 500 kg beras SPPG Susukan;-;1131;6750000;0;;;;
10/11/2025;Pembelian 500 kg beras SPPG Susukan;-;2111;0;6750000;;; 13.000 ;
10/11/2025;Pembelian 7 kg bawang merah, 20 kg bawang putih, dan 4 kg bawang bombai;-;1131;954000;0;;;; 13.000 
10/11/2025;Pembelian 7 kg bawang merah, 20 kg bawang putih, dan 4 kg bawang bombai;-;1111;0;954000;;;;
10/11/2025;Pembelian BBM;-;5171;100000;0;;; 1.000.000 ;
10/11/2025;Pembelian BBM;-;2141;0;100000;;;; 1.000.000 
10/11/2025;Pembelian akomodasi makan pengiriman SPPG Merden dan SPPG Susukan;-;5171;42000;0;;;;
10/11/2025;Pembelian akomodasi makan pengiriman SPPG Merden dan SPPG Susukan;-;2141;0;42000;;; 1.000.000 ;
10/11/2025;Pembelian persediaan SPPG Merden;-;1131;4686300;0;;;; 1.000.000 
10/11/2025;Pembelian persediaan SPPG Merden;-;2111;0;4686300;;;;
10/11/2025;Pembukaan rekening PT SCS;-;1112;1000000;0;;; 635.000 ;
10/11/2025;Pembukaan rekening PT SCS;-;2111;0;1000000;;;; 635.000 
10/11/2025;Pengiriman 210 kg anggur SPPG MBS Wanayasa (pemesanan 7/11);-;5111;6877500;0;;;;
10/11/2025;Pengiriman 210 kg anggur SPPG MBS Wanayasa (pemesanan 7/11);-;1131;0;6877500;;; 262.500 ;
10/11/2025;Pengiriman 210 kg anggur SPPG MBS Wanayasa (pemesanan 7/11);-;1121;7875000;0;;;; 262.500 
10/11/2025;Pengiriman 210 kg anggur SPPG MBS Wanayasa (pemesanan 7/11);-;4111;0;7875000;;;;
10/11/2025;Pengiriman SPPG Merden (pemesanan 9/11);-;5111;20939100;0;;; 6.877.500 ;
10/11/2025;Pengiriman SPPG Merden (pemesanan 9/11);-;1131;0;20939100;;;; 6.877.500 
10/11/2025;Pengiriman SPPG Merden (pemesanan 9/11);-;1121;23492000;0;;;;
10/11/2025;Pengiriman SPPG Merden (pemesanan 9/11);-;4111;0;23492000;;; 6.877.500 ;
10/11/2025;Pengiriman SPPG Susukan (pemesanan 10/11);-;5111;8368700;0;;;; 6.877.500 
10/11/2025;Pengiriman SPPG Susukan (pemesanan 10/11);-;1131;0;8368700;;;;
10/11/2025;Pengiriman SPPG Susukan (pemesanan 10/11);-;1121;9330000;0;;; 7.875.000 ;
10/11/2025;Pengiriman SPPG Susukan (pemesanan 10/11);-;4111;0;9330000;;;; 7.875.000 
11/11/2025;Gula pasir pecah untuk operasional;-;5171;17500;0;;;;
11/11/2025;Gula pasir pecah untuk operasional;-;5311;0;17500;;; 14.175.000 ;
11/11/2025;Kas bon BBM pengiriman;-;1123;150000;0;;;; 14.175.000 
11/11/2025;Kas bon BBM pengiriman;-;1111;0;150000;;;;
11/11/2025;Kas masuk untuk belanja persediaan;-;1111;1000000;0;;; 6.750.000 ;
11/11/2025;Kas masuk untuk belanja persediaan;-;2111;0;1000000;;;; 6.750.000 
11/11/2025;Kas masuk untuk belanja persediaan;-;1111;1000000;0;;;;
11/11/2025;Kas masuk untuk belanja persediaan;-;2111;0;1000000;;; 4.686.300 ;
11/11/2025;Kas masuk untuk kas harian;-;1111;10000000;0;;;; 4.686.300 
11/11/2025;Kas masuk untuk kas harian;-;5221;6500;0;;;;
11/11/2025;Kas masuk untuk kas harian;-;1112;0;10006500;;; 20.939.100 ;
11/11/2025;Pelunasan piutang SPPG Merden (pengiriman  10/11);-;1112;23492000;0;;;; 20.939.100 
11/11/2025;Pelunasan piutang SPPG Merden (pengiriman  10/11);-;1121;0;23492000;;;;
11/11/2025;Pelunasan utang ke Pak Galih;-;2111;4900200;0;;; 23.492.000 ;
11/11/2025;Pelunasan utang ke Pak Galih;-;2141;373608;0;;;; 23.492.000 
11/11/2025;Pelunasan utang ke Pak Galih;-;5221;2500;0;;;;
11/11/2025;Pelunasan utang ke Pak Galih;-;1111;0;5276308;;; 8.368.700 ;
11/11/2025;Pelunasan utang pembelian kantong kresek dan plastik;-;2111;100600;0;;;; 8.368.700 
11/11/2025;Pelunasan utang pembelian kantong kresek dan plastik;-;1111;0;100600;;;;
11/11/2025;Pembelian 10 kg bawang merah, 10 kg bawang putih, dan 1 kg gula pasir;-;1131;657500;0;;; 9.330.000 ;
11/11/2025;Pembelian 10 kg bawang merah, 10 kg bawang putih, dan 1 kg gula pasir;-;1111;0;657500;;;; 9.330.000 
11/11/2025;Pembelian 200 kg telur tadus;-;1131;5160000;0;;;;
11/11/2025;Pembelian 200 kg telur tadus;-;2111;0;5160000;;; 42.000 ;
11/11/2025;Pembelian 250 kg jeruk dan 190 kg semangka UD Pradipta Buah;-;1131;5520000;0;;;; 42.000 
11/11/2025;Pembelian 250 kg jeruk dan 190 kg semangka UD Pradipta Buah;-;2111;0;5520000;;;;
11/11/2025;Pembelian 250 kg jeruk dan 90 kg jagung pipil SPPG MBS Wanayasa;-;1131;5780000;0;;; 1.500.000 ;
11/11/2025;Pembelian 250 kg jeruk dan 90 kg jagung pipil SPPG MBS Wanayasa;-;2111;0;5780000;;;; 1.500.000 
11/11/2025;Pembelian 350 kg telur UD Pradipta Buah;-;1131;9275000;0;;;;
11/11/2025;Pembelian 350 kg telur UD Pradipta Buah;-;2111;0;9275000;;; 954.000 ;
11/11/2025;Pembelian 430 pcs tempe;-;1131;1032000;0;;;; 954.000 
11/11/2025;Pembelian 430 pcs tempe;-;2111;0;1032000;;;;
11/11/2025;Pembelian 78 kg brokoli, 78 kg tauge, 30 kg selada, 40 kg wortel;-;1131;5715000;0;;; 51.000 ;
11/11/2025;Pembelian 78 kg brokoli, 78 kg tauge, 30 kg selada, 40 kg wortel;-;2111;0;5715000;;; 500 ;
11/11/2025;Pembelian 9 pack kantong kresek putih dan 2 pack plastik boyo 2,5 kg;-;1141;100600;0;;;; 51.500 
11/11/2025;Pembelian 9 pack kantong kresek putih dan 2 pack plastik boyo 2,5 kg;-;2111;0;100600;;;;
11/11/2025;Pembelian ATK kertas HVS;-;1141;51500;0;;; 375.000 ;
11/11/2025;Pembelian ATK kertas HVS;-;2111;0;51500;;;; 375.000 
11/11/2025;Pembelian akomodasi makan;-;5171;74000;0;;;;
11/11/2025;Pembelian akomodasi makan;-;1111;0;74000;;; 3.000 ;
